Date,Time,BattVolt.V,CO2.mV,CO2.ppm,CO2.ppm.cal,system.temp,RH.pct,chamber.temp.degC,sample,system,Location
2018-10-02,16:35:04,12.251,2.2519,450.38,425.38,19.947,86.314,19.605,1,system1,grass.bare
2018-10-02,16:35:05,12.336,2.2519,450.38,425.38,19.957,86.33,19.615,1,system1,grass.bare
2018-10-02,16:35:06,12.267,2.2643,452.86,427.86,19.957,86.382,19.615,1,system1,grass.bare
2018-10-02,16:35:07,12.267,2.2574,451.48,426.48,19.93,86.472,19.605,1,system1,grass.bare
2018-10-02,16:35:08,12.33,2.2574,451.48,426.48,19.93,86.518,19.605,1,system1,grass.bare
2018-10-02,16:35:09,12.363,2.2574,451.48,426.48,19.947,86.67,19.605,1,system1,grass.bare
2018-10-02,16:35:10,12.344,2.2613,452.27,427.27,19.93,86.631,19.605,1,system1,grass.bare
2018-10-02,16:35:11,12.412,2.262,452.41,427.41,19.93,86.722,19.605,1,system1,grass.bare
2018-10-02,16:35:12,12.355,2.2588,451.76,426.76,19.93,86.783,19.605,1,system1,grass.bare
2018-10-02,16:35:13,12.313,2.2548,450.96,425.96,19.93,86.835,19.605,1,system1,grass.bare
2018-10-02,16:35:14,12.347,2.2607,452.13,427.13,19.93,86.942,19.605,1,system1,grass.bare
2018-10-02,16:35:15,12.278,2.2678,453.55,428.55,19.93,86.903,19.605,1,system1,grass.bare
2018-10-02,16:35:16,12.363,2.2774,455.49,430.49,19.93,87.016,19.605,1,system1,grass.bare
2018-10-02,16:35:17,12.273,2.2683,453.65,428.65,19.93,87.033,19.605,1,system1,grass.bare
2018-10-02,16:35:18,12.336,2.2698,453.97,428.97,19.93,87.061,19.605,1,system1,grass.bare
2018-10-02,16:35:19,12.379,2.2754,455.07,430.07,19.93,87.061,19.605,1,system1,grass.bare
2018-10-02,16:35:20,12.388,2.2807,456.14,431.14,19.93,87.174,19.605,1,system1,grass.bare
2018-10-02,16:35:21,12.39,2.2767,455.35,430.35,19.93,87.174,19.605,1,system1,grass.bare
2018-10-02,16:35:22,12.36,2.2712,454.24,429.24,19.93,87.191,19.605,1,system1,grass.bare
2018-10-02,16:35:23,12.253,2.285,457,432,19.93,87.304,19.605,1,system1,grass.bare
2018-10-02,16:35:24,12.256,2.283,456.59,431.59,19.93,87.288,19.605,1,system1,grass.bare
2018-10-02,16:35:25,12.295,2.2864,457.28,432.28,19.94,87.288,19.615,1,system1,grass.bare
2018-10-02,16:35:26,12.333,2.2848,456.97,431.97,19.94,87.259,19.615,1,system1,grass.bare
2018-10-02,16:35:27,12.415,2.2812,456.25,431.25,19.93,87.327,19.605,1,system1,grass.bare
2018-10-02,16:35:28,12.41,2.2876,457.52,432.52,19.93,87.333,19.605,1,system1,grass.bare
2018-10-02,16:35:29,12.415,2.2878,457.56,432.56,19.93,87.327,19.605,1,system1,grass.bare
2018-10-02,16:35:30,12.325,2.2986,459.73,434.73,19.93,87.31,19.605,1,system1,grass.bare
2018-10-02,16:35:31,12.286,2.2836,456.73,431.73,19.93,87.356,19.605,1,system1,grass.bare
2018-10-02,16:35:32,12.275,2.2961,459.21,434.21,19.927,87.378,19.603,1,system1,grass.bare
2018-10-02,16:35:33,12.267,2.2933,458.66,433.66,19.93,87.418,19.605,1,system1,grass.bare
2018-10-02,16:35:34,12.314,2.2981,459.63,434.63,19.94,87.395,19.615,1,system1,grass.bare
2018-10-02,16:35:35,12.39,2.3026,460.53,435.53,19.917,87.424,19.592,1,system1,grass.bare
2018-10-02,16:35:36,12.325,2.3016,460.32,435.32,19.917,87.401,19.592,1,system1,grass.bare
2018-10-02,16:35:37,12.385,2.3085,461.7,436.7,19.917,87.424,19.592,1,system1,grass.bare
2018-10-02,16:35:38,12.335,2.3044,460.87,435.87,19.917,87.401,19.592,1,system1,grass.bare
2018-10-02,16:35:39,12.415,2.3055,461.11,436.11,19.917,87.424,19.592,1,system1,grass.bare
2018-10-02,16:35:40,12.415,2.3042,460.83,435.83,19.917,87.446,19.592,1,system1,grass.bare
2018-10-02,16:35:41,12.412,2.3019,460.39,435.39,19.927,87.492,19.603,1,system1,grass.bare
2018-10-02,16:35:42,12.412,2.3106,462.11,437.11,19.917,87.486,19.592,1,system1,grass.bare
2018-10-02,16:35:43,12.415,2.3014,460.28,435.28,19.917,87.446,19.592,1,system1,grass.bare
2018-10-02,16:35:44,12.333,2.3106,462.11,437.11,19.917,87.446,19.592,1,system1,grass.bare
2018-10-02,16:35:45,12.401,2.3116,462.32,437.32,19.917,87.463,19.592,1,system1,grass.bare
2018-10-02,16:35:46,12.366,2.3123,462.46,437.46,19.927,87.508,19.603,1,system1,grass.bare
2018-10-02,16:35:47,12.27,2.3082,461.63,436.63,19.927,87.531,19.603,1,system1,grass.bare
2018-10-02,16:35:48,12.248,2.3185,463.7,438.7,19.93,87.599,19.605,1,system1,grass.bare
2018-10-02,16:35:49,12.311,2.3182,463.63,438.63,19.93,87.537,19.605,1,system1,grass.bare
2018-10-02,16:35:50,12.245,2.3185,463.7,438.7,19.93,87.582,19.605,1,system1,grass.bare
2018-10-02,16:35:51,12.344,2.3249,464.97,439.97,19.93,87.65,19.605,1,system1,grass.bare
2018-10-02,16:35:52,12.281,2.3182,463.63,438.63,19.94,87.673,19.615,1,system1,grass.bare
2018-10-02,16:35:53,12.311,2.3252,465.04,440.04,19.93,87.69,19.605,1,system1,grass.bare
2018-10-02,16:35:54,12.267,2.3196,463.91,438.91,19.93,87.763,19.605,1,system1,grass.bare
2018-10-02,16:35:55,12.374,2.3285,465.71,440.71,19.93,87.735,19.605,1,system1,grass.bare
2018-10-02,16:35:56,12.281,2.3263,465.25,440.25,19.93,87.809,19.605,1,system1,grass.bare
2018-10-02,16:35:57,12.393,2.3382,467.64,442.64,19.913,87.809,19.605,1,system1,grass.bare
2018-10-02,16:35:58,12.358,2.3306,466.12,441.12,19.912,87.848,19.605,1,system1,grass.bare
2018-10-02,16:35:59,12.248,2.343,468.61,443.61,19.923,87.877,19.615,1,system1,grass.bare
2018-10-02,16:36:00,12.256,2.3403,468.05,443.05,19.912,87.916,19.605,1,system1,grass.bare
2018-10-02,16:36:01,12.39,2.3389,467.78,442.78,19.913,87.961,19.605,1,system1,grass.bare
2018-10-02,16:36:02,12.363,2.3435,468.7,443.7,19.895,87.961,19.605,1,system1,grass.bare
2018-10-02,16:36:03,12.374,2.3527,470.54,445.54,19.923,87.945,19.615,1,system1,grass.bare
2018-10-02,16:36:04,12.388,2.3428,468.57,443.57,19.906,88.007,19.615,1,system1,grass.bare
2018-10-02,16:36:05,12.273,2.343,468.61,443.61,19.913,88.007,19.605,1,system1,grass.bare
2018-10-02,16:36:06,12.284,2.3423,468.47,443.47,19.906,87.99,19.615,1,system1,grass.bare
2018-10-02,16:36:07,12.39,2.3423,468.47,443.47,19.923,88.029,19.615,1,system1,grass.bare
2018-10-02,16:36:08,12.322,2.3465,469.3,444.3,19.906,88.097,19.615,1,system1,grass.bare
2018-10-02,16:36:09,12.267,2.3501,470.02,445.02,19.906,88.143,19.615,1,system1,grass.bare
2018-10-02,16:36:10,12.281,2.3503,470.06,445.06,19.895,88.12,19.605,1,system1,grass.bare
2018-10-02,16:36:11,12.393,2.3601,472.02,447.02,19.895,88.097,19.605,1,system1,grass.bare
2018-10-02,16:36:12,12.289,2.3544,470.88,445.88,19.906,88.126,19.615,1,system1,grass.bare
2018-10-02,16:36:13,12.24,2.3596,471.92,446.92,19.906,88.126,19.615,1,system1,grass.bare
2018-10-02,16:36:14,12.256,2.3622,472.43,447.43,19.906,88.103,19.615,1,system1,grass.bare
2018-10-02,16:36:15,12.336,2.3651,473.03,448.03,19.895,88.211,19.605,1,system1,grass.bare
2018-10-02,16:36:16,12.259,2.3575,471.51,446.51,19.906,88.171,19.615,1,system1,grass.bare
2018-10-02,16:36:17,12.376,2.3656,473.12,448.12,19.895,88.233,19.605,1,system1,grass.bare
2018-10-02,16:36:18,12.3,2.3679,473.58,448.58,19.906,88.278,19.615,1,system1,grass.bare
2018-10-02,16:36:19,12.374,2.3693,473.85,448.85,19.918,88.278,19.628,1,system1,grass.bare
2018-10-02,16:36:20,12.341,2.3707,474.13,449.13,19.895,88.284,19.605,1,system1,grass.bare
2018-10-02,16:36:21,12.322,2.37,473.99,448.99,19.918,88.301,19.628,1,system1,grass.bare
2018-10-02,16:36:22,12.327,2.372,474.41,449.41,19.908,88.346,19.617,1,system1,grass.bare
2018-10-02,16:36:23,12.357,2.3734,474.68,449.68,19.918,88.324,19.628,1,system1,grass.bare
2018-10-02,16:36:24,12.267,2.3748,474.96,449.96,19.908,88.352,19.617,1,system1,grass.bare
2018-10-02,16:36:25,12.278,2.3727,474.54,449.54,19.895,88.352,19.605,1,system1,grass.bare
2018-10-02,16:36:26,12.289,2.3838,476.75,451.75,19.908,88.369,19.617,1,system1,grass.bare
2018-10-02,16:36:27,12.253,2.3796,475.93,450.93,19.908,88.352,19.617,1,system1,grass.bare
2018-10-02,16:38:14,12.393,2.1859,437.19,412.19,19.768,88.528,19.665,2,system1,grass.bare
2018-10-02,16:38:15,12.366,2.1835,436.7,411.7,19.751,88.256,19.665,2,system1,grass.bare
2018-10-02,16:38:16,12.377,2.1966,439.33,414.33,19.751,88.08,19.665,2,system1,grass.bare
2018-10-02,16:38:17,12.382,2.1973,439.46,414.46,19.741,87.848,19.655,2,system1,grass.bare
2018-10-02,16:38:18,12.371,2.1953,439.05,414.05,19.751,87.712,19.665,2,system1,grass.bare
2018-10-02,16:38:19,12.363,2.1911,438.22,413.22,19.751,87.576,19.665,2,system1,grass.bare
2018-10-02,16:38:20,12.36,2.1994,439.88,414.88,19.751,87.463,19.665,2,system1,grass.bare
2018-10-02,16:38:21,12.325,2.1959,439.19,414.19,19.763,87.259,19.678,2,system1,grass.bare
2018-10-02,16:38:22,12.27,2.1959,439.19,414.19,19.763,87.169,19.678,2,system1,grass.bare
2018-10-02,16:38:23,12.245,2.1904,438.08,413.08,19.763,87.078,19.678,2,system1,grass.bare
2018-10-02,16:38:24,12.409,2.1953,439.05,414.05,19.763,86.942,19.678,2,system1,grass.bare
2018-10-02,16:38:25,12.395,2.1904,438.08,413.08,19.763,86.812,19.678,2,system1,grass.bare
2018-10-02,16:38:26,12.281,2.1877,437.53,412.53,19.763,86.693,19.678,2,system1,grass.bare
2018-10-02,16:38:27,12.278,2.1842,436.84,411.84,19.763,86.586,19.678,2,system1,grass.bare
2018-10-02,16:38:28,12.338,2.17,434.01,409.01,19.763,86.444,19.678,2,system1,grass.bare
2018-10-02,16:38:29,12.401,2.1835,436.7,411.7,19.753,86.376,19.668,2,system1,grass.bare
2018-10-02,16:38:30,12.3,2.1773,435.46,410.46,19.763,86.24,19.678,2,system1,grass.bare
2018-10-02,16:38:31,12.266,2.189,437.81,412.81,19.746,86.081,19.678,2,system1,grass.bare
2018-10-02,16:38:32,12.262,2.1953,439.05,414.05,19.763,85.9,19.678,2,system1,grass.bare
2018-10-02,16:38:33,12.385,2.1883,437.67,412.67,19.763,85.764,19.678,2,system1,grass.bare
2018-10-02,16:38:34,12.381,2.1766,435.32,410.32,19.763,85.515,19.678,2,system1,grass.bare
2018-10-02,16:38:35,12.311,2.1925,438.5,413.5,19.763,85.379,19.678,2,system1,grass.bare
2018-10-02,16:38:36,12.259,2.189,437.81,412.81,19.746,85.198,19.678,2,system1,grass.bare
2018-10-02,16:38:37,12.232,2.1794,435.87,410.87,19.763,85.085,19.678,2,system1,grass.bare
2018-10-02,16:38:38,12.349,2.1863,437.25,412.25,19.763,84.994,19.678,2,system1,grass.bare
2018-10-02,16:38:39,12.407,2.1821,436.43,411.43,19.759,84.978,19.69,2,system1,grass.bare
2018-10-02,16:38:40,12.406,2.187,437.39,412.39,19.759,85.017,19.69,2,system1,grass.bare
2018-10-02,16:38:41,12.267,2.1801,436.01,411.01,19.759,85.107,19.69,2,system1,grass.bare
2018-10-02,16:38:42,12.381,2.1802,436.05,411.05,19.749,85.198,19.68,2,system1,grass.bare
2018-10-02,16:38:43,12.371,2.192,438.4,413.4,19.759,85.379,19.69,2,system1,grass.bare
2018-10-02,16:38:44,12.354,2.178,435.6,410.6,19.759,85.538,19.69,2,system1,grass.bare
2018-10-02,16:38:45,12.308,2.1859,437.19,412.19,19.759,85.674,19.69,2,system1,grass.bare
2018-10-02,16:38:46,12.275,2.1866,437.32,412.32,19.742,85.855,19.69,2,system1,grass.bare
2018-10-02,16:38:47,12.327,2.1915,438.29,413.29,19.759,86.036,19.69,2,system1,grass.bare
2018-10-02,16:38:48,12.381,2.1959,439.19,414.19,19.742,86.24,19.69,2,system1,grass.bare
2018-10-02,16:38:49,12.351,2.1959,439.19,414.19,19.742,86.33,19.69,2,system1,grass.bare
2018-10-02,16:38:50,12.232,2.2008,440.16,415.16,19.759,86.602,19.69,2,system1,grass.bare
2018-10-02,16:38:51,12.362,2.1866,437.32,412.32,19.742,86.716,19.69,2,system1,grass.bare
2018-10-02,16:38:52,12.409,2.1921,438.43,413.43,19.731,86.874,19.68,2,system1,grass.bare
2018-10-02,16:38:53,12.297,2.1866,437.32,412.32,19.742,87.055,19.69,2,system1,grass.bare
2018-10-02,16:38:54,12.362,2.1987,439.74,414.74,19.725,87.237,19.69,2,system1,grass.bare
2018-10-02,16:38:55,12.409,2.2086,441.71,416.71,19.754,87.35,19.703,2,system1,grass.bare
2018-10-02,16:38:56,12.406,2.1963,439.26,414.26,19.737,87.531,19.703,2,system1,grass.bare
2018-10-02,16:38:57,12.275,2.2008,440.16,415.16,19.737,87.622,19.703,2,system1,grass.bare
2018-10-02,16:38:58,12.392,2.2018,440.36,415.36,19.737,87.803,19.703,2,system1,grass.bare
2018-10-02,16:38:59,12.34,2.2018,440.36,415.36,19.737,87.961,19.703,2,system1,grass.bare
2018-10-02,16:39:00,12.379,2.2001,440.02,415.02,19.737,88.029,19.703,2,system1,grass.bare
2018-10-02,16:39:01,12.385,2.2025,440.5,415.5,19.737,88.165,19.703,2,system1,grass.bare
2018-10-02,16:39:02,12.251,2.207,441.4,416.4,19.737,88.256,19.703,2,system1,grass.bare
2018-10-02,16:39:03,12.292,2.1966,439.33,414.33,19.737,88.346,19.703,2,system1,grass.bare
2018-10-02,16:39:04,12.374,2.2063,441.26,416.26,19.72,88.46,19.703,2,system1,grass.bare
2018-10-02,16:39:05,12.39,2.2065,441.3,416.3,19.72,88.528,19.703,2,system1,grass.bare
2018-10-02,16:39:06,12.379,2.2104,442.09,417.09,19.72,88.641,19.703,2,system1,grass.bare
2018-10-02,16:39:07,12.303,2.216,443.19,418.19,19.737,88.777,19.703,2,system1,grass.bare
2018-10-02,16:39:08,12.28,2.2122,442.43,417.43,19.737,88.782,19.703,2,system1,grass.bare
2018-10-02,16:39:09,12.403,2.2125,442.5,417.5,19.72,88.913,19.703,2,system1,grass.bare
2018-10-02,16:39:10,12.407,2.2129,442.57,417.57,19.72,88.981,19.703,2,system1,grass.bare
2018-10-02,16:39:11,12.264,2.216,443.19,418.19,19.72,89.026,19.703,2,system1,grass.bare
2018-10-02,16:39:12,12.286,2.2218,444.37,419.37,19.72,89.071,19.703,2,system1,grass.bare
2018-10-02,16:39:13,12.382,2.2153,443.06,418.06,19.72,89.185,19.703,2,system1,grass.bare
2018-10-02,16:39:14,12.34,2.2189,443.78,418.78,19.72,89.207,19.703,2,system1,grass.bare
2018-10-02,16:39:15,12.284,2.2239,444.78,419.78,19.72,89.23,19.703,2,system1,grass.bare
2018-10-02,16:39:16,12.311,2.2177,443.54,418.54,19.72,89.298,19.703,2,system1,grass.bare
2018-10-02,16:39:17,12.374,2.2125,442.5,417.5,19.72,89.343,19.703,2,system1,grass.bare
2018-10-02,16:39:18,12.366,2.2284,445.68,420.68,19.72,89.411,19.703,2,system1,grass.bare
2018-10-02,16:39:19,12.316,2.2249,444.99,419.99,19.72,89.434,19.703,2,system1,grass.bare
2018-10-02,16:39:20,12.403,2.2225,444.51,419.51,19.72,89.456,19.703,2,system1,grass.bare
2018-10-02,16:39:21,12.303,2.2167,443.33,418.33,19.72,89.502,19.703,2,system1,grass.bare
2018-10-02,16:39:22,12.368,2.2249,444.99,419.99,19.72,89.57,19.703,2,system1,grass.bare
2018-10-02,16:39:23,12.336,2.2305,446.09,421.09,19.72,89.615,19.703,2,system1,grass.bare
2018-10-02,16:39:24,12.396,2.2251,445.03,420.03,19.72,89.66,19.703,2,system1,grass.bare
2018-10-02,16:39:25,12.333,2.2325,446.51,421.51,19.733,89.638,19.716,2,system1,grass.bare
2018-10-02,16:39:26,12.297,2.2287,445.75,420.75,19.72,89.638,19.703,2,system1,grass.bare
2018-10-02,16:39:27,12.385,2.2381,447.61,422.61,19.733,89.728,19.716,2,system1,grass.bare
2018-10-02,16:39:28,12.251,2.2307,446.13,421.13,19.733,89.728,19.716,2,system1,grass.bare
2018-10-02,16:39:29,12.382,2.227,445.4,420.4,19.733,89.751,19.716,2,system1,grass.bare
2018-10-02,16:39:30,12.341,2.2293,445.86,420.86,19.733,89.756,19.716,2,system1,grass.bare
2018-10-02,16:39:31,12.308,2.2457,449.13,424.13,19.72,89.796,19.703,2,system1,grass.bare
2018-10-02,16:39:32,12.377,2.2436,448.72,423.72,19.72,89.796,19.703,2,system1,grass.bare
2018-10-02,16:39:33,12.373,2.2401,448.03,423.03,19.72,89.864,19.703,2,system1,grass.bare
2018-10-02,16:39:34,12.275,2.2443,448.86,423.86,19.733,89.864,19.716,2,system1,grass.bare
2018-10-02,16:39:35,12.407,2.2453,449.06,424.06,19.722,89.915,19.705,2,system1,grass.bare
2018-10-02,16:39:36,12.351,2.2367,447.34,422.34,19.72,89.932,19.703,2,system1,grass.bare
2018-10-02,16:39:37,12.286,2.2384,447.68,422.68,19.72,89.932,19.703,2,system1,grass.bare
2018-10-02,16:39:38,12.379,2.2401,448.03,423.03,19.733,90.045,19.716,2,system1,grass.bare
2018-10-02,16:39:39,12.292,2.2415,448.3,423.3,19.72,90.023,19.703,2,system1,grass.bare
2018-10-02,16:39:40,12.365,2.2439,448.79,423.79,19.72,90.045,19.703,2,system1,grass.bare
2018-10-02,16:39:41,12.381,2.2491,449.82,424.82,19.733,90.113,19.716,2,system1,grass.bare
2018-10-02,16:39:42,12.266,2.2539,450.79,425.79,19.739,90.113,19.705,2,system1,grass.bare
2018-10-02,16:39:43,12.295,2.2498,449.96,424.96,19.733,90.159,19.716,2,system1,grass.bare
2018-10-02,16:39:44,12.25,2.2367,447.34,422.34,19.72,90.159,19.703,2,system1,grass.bare
2018-10-02,16:39:45,12.371,2.2546,450.93,425.93,19.72,90.164,19.703,2,system1,grass.bare
2018-10-02,16:39:46,12.316,2.2498,449.96,424.96,19.72,90.204,19.703,2,system1,grass.bare
2018-10-02,16:39:47,12.286,2.2505,450.1,425.1,19.72,90.204,19.703,2,system1,grass.bare
2018-10-02,16:39:48,12.407,2.2533,450.65,425.65,19.72,90.181,19.703,2,system1,grass.bare
2018-10-02,16:39:49,12.351,2.2543,450.86,425.86,19.72,90.136,19.703,2,system1,grass.bare
2018-10-02,16:39:50,12.281,2.2581,451.62,426.62,19.72,90.204,19.703,2,system1,grass.bare
2018-10-02,16:39:51,12.393,2.2622,452.45,427.45,19.72,90.204,19.703,2,system1,grass.bare
2018-10-02,16:39:52,12.316,2.2615,452.31,427.31,19.72,90.181,19.703,2,system1,grass.bare
2018-10-02,16:39:53,12.267,2.2643,452.86,427.86,19.72,90.141,19.703,2,system1,grass.bare
2018-10-02,16:39:54,12.382,2.2597,451.93,426.93,19.72,90.181,19.703,2,system1,grass.bare
2018-10-02,16:39:55,12.251,2.2583,451.66,426.66,19.72,90.181,19.703,2,system1,grass.bare
2018-10-02,16:39:56,12.248,2.2709,454.17,429.17,19.703,90.181,19.703,2,system1,grass.bare
2018-10-02,16:39:57,12.344,2.2574,451.48,426.48,19.72,90.141,19.703,2,system1,grass.bare
2018-10-02,16:39:58,12.281,2.2659,453.18,428.18,19.72,90.204,19.703,2,system1,grass.bare
2018-10-02,16:39:59,12.377,2.2788,455.76,430.76,19.72,90.204,19.703,2,system1,grass.bare
2018-10-02,16:40:00,12.288,2.2698,453.97,428.97,19.72,90.181,19.703,2,system1,grass.bare
2018-10-02,16:40:01,12.357,2.2691,453.83,428.83,19.72,90.249,19.703,2,system1,grass.bare
2018-10-02,16:40:02,12.387,2.2712,454.24,429.24,19.722,90.204,19.705,2,system1,grass.bare
2018-10-02,16:40:03,12.275,2.2719,454.38,429.38,19.72,90.249,19.703,2,system1,grass.bare
2018-10-02,16:40:04,12.406,2.2726,454.52,429.52,19.722,90.181,19.705,2,system1,grass.bare
2018-10-02,16:40:05,12.284,2.276,455.21,430.21,19.733,90.227,19.716,2,system1,grass.bare
2018-10-02,16:40:06,12.297,2.2816,456.31,431.31,19.716,90.227,19.716,2,system1,grass.bare
2018-10-02,16:40:07,12.379,2.2733,454.66,429.66,19.733,90.227,19.716,2,system1,grass.bare
2018-10-02,16:40:08,12.24,2.2867,457.35,432.35,19.722,90.181,19.705,2,system1,grass.bare
2018-10-02,16:40:09,12.363,2.2816,456.31,431.31,19.716,90.181,19.716,2,system1,grass.bare
2018-10-02,16:40:10,12.374,2.283,456.59,431.59,19.716,90.227,19.716,2,system1,grass.bare
2018-10-02,16:40:11,12.368,2.2885,457.7,432.7,19.716,90.227,19.716,2,system1,grass.bare
2018-10-02,16:40:12,12.371,2.2816,456.31,431.31,19.716,90.181,19.716,2,system1,grass.bare
2018-10-02,16:40:13,12.24,2.2905,458.11,433.11,19.716,90.181,19.716,2,system1,grass.bare
2018-10-02,16:40:14,12.338,2.2823,456.45,431.45,19.733,90.204,19.716,2,system1,grass.bare
2018-10-02,16:40:15,12.264,2.2907,458.15,433.15,19.733,90.204,19.716,2,system1,grass.bare
2018-10-02,16:40:16,12.284,2.2867,457.35,432.35,19.733,90.204,19.716,2,system1,grass.bare
2018-10-02,16:40:17,12.401,2.2894,457.87,432.87,19.716,90.091,19.716,2,system1,grass.bare
2018-10-02,16:40:18,12.27,2.2899,457.97,432.97,19.716,90.091,19.716,2,system1,grass.bare
2018-10-02,16:40:19,12.385,2.2935,458.7,433.7,19.733,90.091,19.716,2,system1,grass.bare
2018-10-02,16:40:20,12.341,2.2878,457.56,432.56,19.716,90.136,19.716,2,system1,grass.bare
